datetime,PM2.5,SO2,NO2,CO,O3,TEMP,RAIN
2015-08-02 17:00:00,82.12,2.0,41.0,1000.0,247.0,30.6,0.0
2015-08-02 18:00:00,79.24,2.0,50.0,1100.0,241.0,29.9,0.0
2015-08-02 19:00:00,76.36,2.0,55.0,1100.0,206.0,28.9,0.0
2015-08-02 20:00:00,73.48,2.0,51.0,1100.0,148.0,28.1,0.0
2015-08-02 21:00:00,70.6,2.0,49.0,1200.0,107.0,27.2,0.0
2015-08-02 22:00:00,67.72,2.0,63.0,1300.0,71.0,26.9,0.0
2015-08-02 23:00:00,64.84,2.0,46.0,1100.0,69.0,26.6,0.0
2015-08-03 00:00:00,61.96,2.0,46.0,1100.0,65.0,26.0,0.0
2015-08-03 01:00:00,59.08,2.0,46.0,1100.0,55.0,25.5,0.0
2015-08-03 02:00:00,56.2,2.0,55.0,1100.0,35.0,25.2,0.0
2015-08-03 03:00:00,53.32,2.0,92.0,1300.0,8.0,25.4,0.0
2015-08-03 04:00:00,50.44,2.0,96.0,1400.0,2.0,25.0,0.0
2015-08-03 05:00:00,47.56,2.0,84.0,1900.0,3.0,25.2,0.0
2015-08-03 06:00:00,44.68,2.0,66.0,2700.0,8.0,25.1,0.0
2015-08-03 07:00:00,41.8,2.0,67.0,2800.0,9.0,25.8,0.0
2015-08-03 08:00:00,38.92,2.0,62.0,2100.0,22.0,26.1,0.0
2015-08-03 09:00:00,36.04,2.0,47.0,1300.0,50.0,26.7,0.0
2015-08-03 10:00:00,33.16,3.0,44.42857142857143,1157.142857142857,53.0,27.3,0.0
2015-08-03 11:00:00,30.28,4.0,41.85714285714286,1014.2857142857142,56.0,27.6,0.0
2015-08-03 12:00:00,27.4,5.0,39.285714285714285,871.4285714285713,59.0,28.4,0.0
2015-08-03 13:00:00,24.519999999999996,6.0,36.714285714285715,728.5714285714286,62.0,28.9,0.0
2015-08-03 14:00:00,21.64,7.0,34.142857142857146,585.7142857142857,65.0,28.3,0.0
2015-08-03 15:00:00,18.75999999999999,8.0,31.571428571428573,442.8571428571428,68.0,28.5,0.0
2015-08-03 16:00:00,15.879999999999995,9.0,29.0,300.0,71.0,26.5,0.0
2015-08-03 17:00:00,13.0,4.0,41.0,400.0,58.0,23.6,0.1
2015-08-03 18:00:00,16.0,3.0,46.0,400.0,55.0,24.0,0.0
2015-08-03 19:00:00,11.0,2.0,52.0,400.0,49.0,24.0,0.0
2015-08-03 20:00:00,16.0,2.0,50.0,300.0,52.0,23.6,0.0
2015-08-03 21:00:00,10.0,2.0,36.0,200.0,63.0,22.7,0.0
2015-08-03 22:00:00,8.0,2.0,42.0,200.0,55.0,22.9,0.0
2015-08-03 23:00:00,11.0,2.0,40.0,100.0,58.0,23.9,0.0
2015-08-04 00:00:00,9.0,2.0,35.0,100.0,62.0,23.7,0.0
2015-08-04 01:00:00,7.0,2.0,46.0,100.0,50.0,22.9,0.0
2015-08-04 02:00:00,8.0,3.0,45.0,100.0,47.0,20.8,0.0
2015-08-04 03:00:00,8.0,3.0,65.0,100.0,24.0,19.2,0.0
2015-08-04 04:00:00,12.0,3.0,74.0,200.0,12.0,17.8,0.0
2015-08-04 05:00:00,12.0,3.0,83.0,300.0,4.0,18.1,0.0
2015-08-04 06:00:00,12.0,3.0,69.0,200.0,15.0,17.9,0.0
2015-08-04 07:00:00,12.0,4.0,57.0,300.0,23.0,22.5,0.0
2015-08-04 08:00:00,9.0,7.0,45.0,300.0,39.0,25.6,0.0
2015-08-04 09:00:00,14.0,9.0,45.0,300.0,47.0,26.3,0.0
2015-08-04 10:00:00,18.0,6.0,39.0,300.0,63.0,27.6,0.0
2015-08-04 11:00:00,15.0,6.0,51.0,400.0,68.0,29.4,0.0
2015-08-04 12:00:00,19.0,4.0,63.0,500.0,86.0,30.9,0.0
2015-08-04 13:00:00,18.0,3.0,47.0,300.0,160.0,32.3,0.0
2015-08-04 14:00:00,21.0,3.0,33.0,200.0,200.0,33.0,0.0
2015-08-04 15:00:00,18.0,3.0,29.0,100.0,173.0,33.3,0.0
2015-08-04 16:00:00,15.0,4.0,29.0,100.0,162.0,33.5,0.0
2015-08-04 17:00:00,13.0,3.0,34.0,200.0,149.0,32.4,0.0
2015-08-04 18:00:00,13.0,4.0,32.0,200.0,141.0,32.1,0.0
2015-08-04 19:00:00,26.0,5.0,39.0,400.0,155.0,30.0,0.0
2015-08-04 20:00:00,45.0,6.0,39.0,500.0,151.0,28.7,0.0
2015-08-04 21:00:00,39.0,5.0,34.0,600.0,138.0,28.1,0.0
2015-08-04 22:00:00,43.0,7.0,33.0,600.0,134.0,26.5,0.0
2015-08-04 23:00:00,52.0,7.0,48.0,700.0,111.0,26.7,0.0
2015-08-05 00:00:00,54.0,6.0,52.0,600.0,95.0,26.4,0.0
2015-08-05 01:00:00,70.0,5.0,59.0,700.0,73.0,25.8,0.0
2015-08-05 02:00:00,80.0,5.0,60.0,800.0,57.0,25.2,0.0
2015-08-05 03:00:00,73.0,4.0,76.0,800.0,29.0,24.0,0.0
2015-08-05 04:00:00,76.0,4.0,90.0,800.0,11.0,24.6,0.0
2015-08-05 05:00:00,92.0,4.0,72.0,900.0,17.0,23.8,0.0
2015-08-05 06:00:00,83.0,3.0,87.0,800.0,6.0,23.4,0.0
2015-08-05 07:00:00,77.0,3.0,81.0,800.0,9.0,24.3,0.0
2015-08-05 08:00:00,86.0,3.0,84.0,900.0,16.0,25.5,0.0
2015-08-05 09:00:00,103.0,4.0,83.0,900.0,39.0,26.7,0.0
2015-08-05 10:00:00,118.0,5.0,72.0,900.0,77.0,28.2,0.0
2015-08-05 11:00:00,128.0,4.0,69.0,1000.0,119.0,28.5,0.0
2015-08-05 12:00:00,142.0,5.0,92.0,1100.0,120.0,29.5,0.0
2015-08-05 13:00:00,124.0,6.75,76.0,1075.0,141.0,30.7,0.0
2015-08-05 14:00:00,106.0,8.5,60.0,1050.0,162.0,31.6,0.0
2015-08-05 15:00:00,88.0,10.25,44.0,1025.0,183.0,31.8,0.0
2015-08-05 16:00:00,70.0,12.0,28.0,1000.0,204.0,31.9,0.0
2015-08-05 17:00:00,57.0,7.0,27.0,700.0,203.0,31.7,0.0
2015-08-05 18:00:00,64.0,6.0,32.0,900.0,191.0,31.3,0.0
2015-08-05 19:00:00,64.0,6.0,34.0,800.0,176.0,30.3,0.0
2015-08-05 20:00:00,80.0,5.0,28.0,700.0,185.0,29.7,0.0
2015-08-05 21:00:00,77.0,6.0,29.0,800.0,160.0,29.3,0.0
2015-08-05 22:00:00,42.0,3.0,20.0,400.0,142.0,25.0,0.1
2015-08-05 23:00:00,22.0,2.0,29.0,300.0,114.0,21.3,3.3
2015-08-06 00:00:00,21.0,2.0,21.0,300.0,128.0,20.8,0.0
2015-08-06 01:00:00,12.0,2.0,23.0,300.0,121.0,20.7,0.0
2015-08-06 02:00:00,14.0,2.0,21.0,200.0,118.0,21.0,0.0
2015-08-06 03:00:00,12.0,2.0,27.0,200.0,102.0,20.8,0.0
2015-08-06 04:00:00,22.0,2.0,39.0,300.0,74.0,20.9,0.0
2015-08-06 05:00:00,30.0,2.0,41.0,300.0,63.0,21.2,0.0
2015-08-06 06:00:00,35.0,2.0,50.0,400.0,44.0,21.4,0.0
2015-08-06 07:00:00,23.0,2.0,43.0,200.0,64.0,22.2,0.0
2015-08-06 08:00:00,15.0,2.0,53.0,200.0,54.0,23.0,0.0
2015-08-06 09:00:00,16.0,2.0,45.0,300.0,62.0,23.9,0.0
2015-08-06 10:00:00,17.0,2.0,43.0,700.0,65.0,25.2,0.0
2015-08-06 11:00:00,18.0,2.0,31.0,700.0,90.0,26.7,0.0
2015-08-06 12:00:00,18.0,3.0,28.0,700.0,116.0,28.3,0.0
2015-08-06 13:00:00,32.0,3.0,32.0,800.0,134.0,29.1,0.0
2015-08-06 14:00:00,66.0,3.0,36.0,1000.0,172.0,30.1,0.0
2015-08-06 15:00:00,91.0,3.0,39.0,1100.0,200.0,30.1,0.0
2015-08-06 16:00:00,104.0,4.0,42.0,1100.0,229.0,30.1,0.0
2015-08-06 17:00:00,127.0,4.0,43.0,1300.0,217.0,29.8,0.0
2015-08-06 18:00:00,147.0,3.0,43.0,1400.0,175.0,29.6,0.0
2015-08-06 19:00:00,139.0,2.0,70.0,1400.0,146.0,29.1,0.0
2015-08-06 20:00:00,125.0,3.0,85.0,1500.0,119.0,28.1,0.0
2015-08-06 21:00:00,111.0,3.0,80.0,1300.0,99.0,27.3,0.0
2015-08-06 22:00:00,120.0,3.0,130.0,1500.0,33.0,27.0,0.0
2015-08-06 23:00:00,123.0,3.0,116.0,1500.0,34.0,26.4,0.0
2015-08-07 00:00:00,97.0,5.0,55.0,1400.0,81.0,25.5,0.0
2015-08-07 01:00:00,85.0,7.0,42.0,1900.0,84.0,25.0,0.0
2015-08-07 02:00:00,86.0,8.0,40.0,2200.0,79.0,24.4,0.0
2015-08-07 03:00:00,107.0,6.0,80.0,1600.0,19.0,23.8,0.0
2015-08-07 04:00:00,123.0,4.0,75.0,1400.0,13.0,23.6,0.0
2015-08-07 05:00:00,125.0,3.0,67.0,1300.0,13.0,23.3,0.0
2015-08-07 06:00:00,115.0,3.0,59.0,1200.0,16.0,23.7,0.0
2015-08-07 07:00:00,103.0,3.0,52.0,1100.0,18.0,24.1,0.0
2015-08-07 08:00:00,103.0,3.0,62.0,1200.0,12.0,24.6,0.0
2015-08-07 09:00:00,109.0,3.0,66.0,1300.0,20.0,25.8,0.0
2015-08-07 10:00:00,131.0,4.0,58.0,1400.0,47.0,26.8,0.0
2015-08-07 11:00:00,130.0,4.0,48.0,1400.0,78.0,27.7,0.0
2015-08-07 12:00:00,125.0,5.0,40.0,1400.0,114.0,29.0,0.0
2015-08-07 13:00:00,127.0,3.0,38.0,1400.0,139.0,29.8,0.0
2015-08-07 14:00:00,125.0,4.0,30.0,1300.0,175.0,30.0,0.0
2015-08-07 15:00:00,120.0,3.0,32.0,1200.0,182.0,30.4,0.0
2015-08-07 16:00:00,116.0,3.0,36.0,1200.0,178.0,30.2,0.0
2015-08-07 17:00:00,107.0,3.0,37.0,1200.0,178.0,29.9,0.0
2015-08-07 18:00:00,117.0,3.0,48.0,1400.0,143.0,24.6,4.3
2015-08-07 19:00:00,55.0,2.0,35.0,1100.0,148.0,22.5,6.9
2015-08-07 20:00:00,12.0,2.0,21.0,800.0,141.0,19.7,36.6
2015-08-07 21:00:00,21.0,2.0,47.0,1000.0,100.0,20.2,0.3
2015-08-07 22:00:00,22.0,2.0,53.0,900.0,79.0,20.4,0.4
2015-08-07 23:00:00,26.0,2.0,37.0,800.0,86.0,19.8,0.1
2015-08-08 00:00:00,23.0,2.0,40.0,800.0,70.0,19.4,0.0
2015-08-08 01:00:00,35.0,2.0,66.0,900.0,40.0,19.5,0.0
2015-08-08 02:00:00,31.0,2.0,62.0,900.0,44.0,19.5,0.0
2015-08-08 03:00:00,33.0,2.0,74.0,900.0,24.0,19.4,0.0
2015-08-08 04:00:00,28.0,2.0,59.0,800.0,38.0,19.6,0.0
2015-08-08 05:00:00,32.0,2.0,62.0,900.0,26.0,19.3,0.0
2015-08-08 06:00:00,33.0,2.0,84.0,900.0,3.0,19.5,0.0
2015-08-08 07:00:00,33.0,2.0,66.0,800.0,15.0,20.6,0.0
2015-08-08 08:00:00,35.0,2.0,66.0,1400.0,21.0,22.6,0.0
2015-08-08 09:00:00,24.0,2.0,43.0,800.0,52.0,23.8,0.0
2015-08-08 10:00:00,25.0,2.0,37.0,800.0,65.0,25.1,0.0
2015-08-08 11:00:00,28.0,2.0,32.0,800.0,86.0,26.1,0.0
2015-08-08 12:00:00,23.0,2.0,32.0,700.0,104.0,27.6,0.0
2015-08-08 13:00:00,27.0,2.0,39.0,800.0,126.0,29.3,0.0
2015-08-08 14:00:00,37.0,2.0,35.0,900.0,157.0,29.9,0.0
2015-08-08 15:00:00,46.0,3.0,36.0,900.0,194.0,31.1,0.0
2015-08-08 16:00:00,57.0,2.0,31.0,800.0,225.0,31.5,0.0
2015-08-08 17:00:00,52.0,3.0,24.0,800.0,220.0,31.3,0.0
2015-08-08 18:00:00,53.0,2.0,29.0,900.0,214.0,31.0,0.0
2015-08-08 19:00:00,55.0,3.0,46.0,900.0,179.0,28.4,0.0
2015-08-08 20:00:00,60.0,3.0,78.0,1200.0,153.0,27.0,0.0
2015-08-08 21:00:00,73.0,3.0,105.0,1400.0,81.0,25.5,0.0
2015-08-08 22:00:00,82.0,3.0,62.0,1100.0,96.0,24.4,0.0
2015-08-08 23:00:00,88.0,2.0,69.0,1200.0,69.0,23.8,0.0
2015-08-09 00:00:00,82.0,2.0,138.0,1400.0,9.0,23.8,0.0
2015-08-09 01:00:00,75.0,3.0,151.0,1500.0,2.0,23.6,0.0
2015-08-09 02:00:00,81.0,3.0,140.0,1300.0,3.0,23.7,0.0
2015-08-09 03:00:00,88.0,3.0,115.0,1300.0,2.0,23.1,0.0
2015-08-09 04:00:00,65.0,3.0,75.0,1000.0,18.0,23.1,0.0
2015-08-09 05:00:00,49.0,2.0,60.0,800.0,31.0,22.3,0.0
2015-08-09 06:00:00,46.0,2.0,54.0,1000.0,43.0,21.9,0.0
2015-08-09 07:00:00,41.0,3.0,50.0,1400.0,48.0,23.7,0.0
2015-08-09 08:00:00,38.0,3.0,50.0,1400.0,47.0,25.4,0.0
2015-08-09 09:00:00,36.0,3.0,40.0,800.0,67.0,27.1,0.0
2015-08-09 10:00:00,35.0,3.0,31.0,800.0,101.0,28.6,0.0
2015-08-09 11:00:00,36.0,4.0,28.0,800.0,124.0,29.9,0.0
2015-08-09 12:00:00,38.0,6.0,29.0,800.0,148.0,31.4,0.0
2015-08-09 13:00:00,40.0,6.0,27.0,800.0,184.0,32.4,0.0
2015-08-09 14:00:00,46.0,5.0,32.0,900.0,228.0,33.0,0.0
2015-08-09 15:00:00,51.0,4.0,31.0,900.0,260.0,33.6,0.0
2015-08-09 16:00:00,49.0,4.0,28.0,800.0,263.0,33.8,0.0
2015-08-09 17:00:00,57.0,4.0,32.0,800.0,261.0,33.7,0.0
2015-08-09 18:00:00,48.0,4.0,33.0,800.0,222.0,33.3,0.0
2015-08-09 19:00:00,52.0,3.0,43.0,900.0,198.0,31.8,0.0
2015-08-09 20:00:00,58.0,3.0,56.0,1000.0,152.0,28.1,0.0
2015-08-09 21:00:00,58.0,3.0,60.0,1100.0,119.0,26.9,0.0
2015-08-09 22:00:00,74.0,3.0,66.0,1200.0,86.0,26.7,0.0
2015-08-09 23:00:00,79.0,3.0,53.0,1100.0,113.0,26.5,0.0
2015-08-10 00:00:00,81.0,3.0,70.0,1200.0,70.0,25.8,0.0
2015-08-10 01:00:00,83.0,3.0,123.0,1300.0,18.0,25.1,0.0
2015-08-10 02:00:00,86.0,2.0,90.0,1200.0,52.0,24.5,0.0
2015-08-10 03:00:00,79.0,2.0,79.0,1100.0,51.0,24.2,0.0
2015-08-10 04:00:00,75.0,3.0,73.0,1000.0,50.0,24.2,0.0
2015-08-10 05:00:00,42.0,3.0,38.0,800.0,75.0,24.3,0.0
2015-08-10 06:00:00,40.0,2.0,38.0,800.0,75.0,23.9,0.0
2015-08-10 07:00:00,47.0,2.0,57.0,900.0,67.0,25.1,0.0
2015-08-10 08:00:00,59.0,2.0,77.0,1800.0,57.0,26.8,0.0
2015-08-10 09:00:00,51.0,3.0,61.0,1100.0,79.0,28.6,0.0
2015-08-10 10:00:00,44.0,3.0,48.0,1100.0,103.0,29.9,0.0
2015-08-10 11:00:00,35.0,3.0,32.0,1200.0,133.0,31.2,0.0
2015-08-10 12:00:00,21.0,3.0,20.0,800.0,139.0,32.1,0.0
2015-08-10 13:00:00,24.0,3.0,20.0,700.0,181.0,33.0,0.0
2015-08-10 14:00:00,28.0,3.0,24.0,700.0,207.0,33.5,0.0
2015-08-10 15:00:00,25.0,4.0,20.0,600.0,174.0,34.1,0.0
2015-08-10 16:00:00,15.0,3.0,19.0,700.0,146.0,34.9,0.0
2015-08-10 17:00:00,20.0,3.0,22.0,500.0,139.0,34.8,0.0
2015-08-10 18:00:00,21.0,3.0,32.0,600.0,146.0,33.7,0.0
2015-08-10 19:00:00,22.0,4.0,43.0,700.0,142.0,31.4,0.0
2015-08-10 20:00:00,25.0,3.0,67.0,700.0,102.0,28.4,0.0
2015-08-10 21:00:00,40.0,5.0,96.0,1000.0,70.0,28.9,0.0
2015-08-10 22:00:00,48.0,4.0,104.0,1200.0,67.0,28.2,0.0
2015-08-10 23:00:00,80.0,4.0,79.0,1400.0,84.0,27.9,0.0
2015-08-11 00:00:00,110.0,5.0,63.0,1700.0,99.0,26.0,0.0
2015-08-11 01:00:00,144.0,5.0,43.0,1800.0,95.0,25.7,0.0
2015-08-11 02:00:00,133.0,5.0,39.0,1600.0,75.0,26.0,0.0
2015-08-11 03:00:00,147.0,5.0,36.0,1800.0,80.0,25.8,0.0
2015-08-11 04:00:00,131.0,7.0,41.0,2100.0,58.0,26.0,0.0
2015-08-11 05:00:00,123.0,7.0,51.0,2200.0,37.0,25.3,0.0
2015-08-11 06:00:00,121.0,8.0,64.0,2100.0,20.0,25.8,0.0
2015-08-11 07:00:00,110.0,8.0,63.0,2500.0,25.0,26.1,0.0
2015-08-11 08:00:00,104.0,8.0,73.0,1800.0,27.0,27.7,0.0
2015-08-11 09:00:00,98.0,9.0,80.0,1800.0,32.0,28.6,0.0
2015-08-11 10:00:00,105.0,10.0,59.0,1900.0,85.0,29.1,0.0
2015-08-11 11:00:00,122.0,10.0,45.0,1900.0,142.0,30.8,0.0
2015-08-11 12:00:00,98.0,10.0,32.0,1700.0,225.0,31.7,0.0
2015-08-11 13:00:00,90.0,10.0,30.0,1600.0,275.0,32.9,0.0
2015-08-11 14:00:00,84.0,10.0,30.0,1500.0,309.0,33.6,0.0
2015-08-11 15:00:00,85.0,12.0,33.0,1700.0,318.0,33.5,0.0
2015-08-11 16:00:00,68.0,11.0,30.0,1500.0,297.0,33.9,0.0
2015-08-11 17:00:00,60.0,9.0,27.0,1200.0,253.0,30.9,0.2
2015-08-11 18:00:00,50.0,7.0,32.0,1000.0,191.0,31.3,0.0
2015-08-11 19:00:00,70.0,8.0,34.0,1100.0,189.0,31.3,0.0
2015-08-11 20:00:00,68.0,7.0,41.0,1100.0,168.0,30.9,0.0
2015-08-11 21:00:00,99.0,7.0,43.0,1300.0,155.0,29.3,0.0
2015-08-11 22:00:00,93.0,6.0,50.0,1200.0,125.0,29.4,0.0
2015-08-11 23:00:00,103.0,7.0,42.0,1400.0,128.0,28.8,0.0
2015-08-12 00:00:00,93.0,7.0,34.0,1300.0,135.0,28.1,0.0
2015-08-12 01:00:00,104.0,7.0,42.0,1300.0,111.0,27.5,0.0
2015-08-12 02:00:00,111.0,7.0,35.0,1300.0,114.0,26.9,0.0
2015-08-12 03:00:00,97.0,6.0,62.0,1300.0,62.0,25.2,0.0
2015-08-12 04:00:00,88.0,6.0,104.0,1300.0,11.0,24.5,0.0
2015-08-12 05:00:00,97.0,4.0,67.0,1200.0,30.0,24.1,0.0
2015-08-12 06:00:00,103.0,4.0,55.0,1600.0,42.0,24.4,0.0
2015-08-12 07:00:00,106.0,5.0,57.0,2400.0,47.0,25.2,0.0
2015-08-12 08:00:00,94.0,5.0,54.0,1900.0,69.0,26.8,0.0
2015-08-12 09:00:00,88.0,5.0,54.0,1500.0,96.0,28.6,0.0
2015-08-12 10:00:00,70.0,5.0,38.0,1200.0,147.0,30.9,0.0
2015-08-12 11:00:00,63.0,5.0,34.0,1200.0,182.0,31.8,0.0
2015-08-12 12:00:00,63.0,5.0,37.0,1200.0,227.0,33.2,0.0
2015-08-12 13:00:00,59.0,6.0,29.0,1000.0,255.0,34.7,0.0
2015-08-12 14:00:00,50.0,6.0,22.0,800.0,230.0,35.4,0.0
2015-08-12 15:00:00,48.0,7.0,24.0,800.0,199.0,35.5,0.0
2015-08-12 16:00:00,44.0,8.0,24.0,700.0,185.0,35.6,0.0
2015-08-12 17:00:00,66.0,9.0,26.0,900.0,220.0,35.0,0.0
2015-08-12 18:00:00,58.0,9.0,26.0,800.0,205.0,33.9,0.0
2015-08-12 19:00:00,75.0,10.0,33.0,900.0,219.0,32.5,0.0
2015-08-12 20:00:00,82.0,11.0,31.0,1000.0,207.0,31.6,0.0
2015-08-12 21:00:00,103.0,13.0,34.0,1100.0,196.0,30.8,0.0
2015-08-12 22:00:00,111.0,13.0,40.0,1200.0,166.0,30.1,0.0
2015-08-12 23:00:00,109.0,13.0,60.0,1200.0,132.0,29.3,0.0
2015-08-13 00:00:00,113.0,12.0,42.0,1200.0,134.0,28.4,0.0
2015-08-13 01:00:00,123.0,12.0,38.0,1200.0,119.0,26.7,0.0
2015-08-13 02:00:00,128.0,11.0,43.0,1200.0,101.0,26.5,0.0
2015-08-13 03:00:00,130.0,10.0,69.0,1200.0,59.0,25.8,0.0
2015-08-13 04:00:00,138.0,8.0,116.0,1400.0,2.0,24.5,0.0
2015-08-13 05:00:00,133.0,8.0,103.0,1300.0,2.0,23.8,0.0
2015-08-13 06:00:00,135.0,8.0,93.0,1500.0,2.0,24.2,0.0
2015-08-13 07:00:00,136.0,9.0,90.0,2800.0,8.0,25.0,0.0
2015-08-13 08:00:00,137.0,10.0,80.0,1900.0,21.0,26.4,0.0
2015-08-13 09:00:00,142.0,10.0,60.0,1400.0,53.0,27.8,0.0
2015-08-13 10:00:00,136.0,12.0,54.0,1700.0,94.0,29.0,0.0
2015-08-13 11:00:00,140.0,15.0,41.0,1500.0,148.0,30.2,0.0
2015-08-13 12:00:00,147.0,15.0,45.0,1600.0,202.0,31.2,0.0
2015-08-13 13:00:00,144.0,14.0,39.0,1400.0,282.0,32.9,0.0
2015-08-13 14:00:00,140.0,14.0,39.0,1300.0,351.0,33.8,0.0
2015-08-13 15:00:00,124.0,14.0,34.0,1200.0,339.0,34.3,0.0
2015-08-13 16:00:00,103.0,14.0,29.0,1200.0,282.0,34.5,0.0
2015-08-13 17:00:00,100.0,11.0,24.0,1500.0,273.0,34.0,0.0
2015-08-13 18:00:00,95.0,13.0,34.0,1700.0,244.0,32.8,0.0
2015-08-13 19:00:00,116.0,8.0,31.0,1900.0,255.0,32.0,0.0
2015-08-13 20:00:00,110.0,8.0,27.0,2000.0,220.0,31.4,0.0
2015-08-13 21:00:00,106.0,6.0,43.0,2000.0,176.0,30.9,0.0
2015-08-13 22:00:00,100.0,6.0,57.0,1700.0,137.0,30.4,0.0
2015-08-13 23:00:00,95.0,5.0,34.0,1600.0,129.0,30.0,0.0
2015-08-14 00:00:00,95.0,5.0,42.0,1500.0,110.0,29.3,0.0
2015-08-14 01:00:00,104.0,5.0,34.0,1600.0,119.0,28.5,0.0
2015-08-14 02:00:00,127.0,5.0,31.0,1900.0,108.0,27.7,0.0
2015-08-14 03:00:00,148.0,5.0,48.0,1800.0,57.0,27.7,0.0
2015-08-14 04:00:00,148.0,5.0,47.0,1800.0,46.0,25.8,0.0
2015-08-14 05:00:00,153.0,5.0,37.0,1800.0,58.0,25.2,0.0
2015-08-14 06:00:00,135.0,5.0,40.0,1700.0,52.0,24.1,0.0
2015-08-14 07:00:00,72.0,3.0,43.0,1300.0,57.0,25.6,0.0
2015-08-14 08:00:00,27.0,3.0,39.0,1000.0,75.0,29.0,0.0
2015-08-14 09:00:00,20.0,3.0,26.0,1000.0,104.0,29.9,0.0
2015-08-14 10:00:00,18.0,14.5,18.0,500.0,106.0,30.8,0.0
2015-08-14 11:00:00,17.0,26.0,11.0,400.0,105.0,31.0,0.0
2015-08-14 12:00:00,23.0,11.0,17.0,300.0,106.0,31.8,0.0
2015-08-14 13:00:00,24.0,7.0,22.0,400.0,106.0,31.0,0.0
2015-08-14 14:00:00,25.0,8.0,7.0,300.0,106.0,30.9,0.0
2015-08-14 15:00:00,27.0,7.0,7.0,400.0,112.0,31.1,0.0
2015-08-14 16:00:00,26.0,8.0,8.0,300.0,117.0,31.3,0.0
2015-08-14 17:00:00,29.0,9.0,11.0,300.0,125.0,31.3,0.0
2015-08-14 18:00:00,30.0,10.0,25.0,500.0,121.0,31.2,0.0
2015-08-14 19:00:00,30.0,9.0,42.0,400.0,97.0,28.3,0.0
2015-08-14 20:00:00,34.0,8.0,59.0,300.0,73.0,25.6,0.0
2015-08-14 21:00:00,43.0,9.0,72.0,500.0,58.0,25.7,0.0
2015-08-14 22:00:00,46.0,8.0,61.0,400.0,76.0,26.8,0.0
2015-08-14 23:00:00,55.0,9.0,82.0,600.0,58.0,25.0,0.0
2015-08-15 00:00:00,60.0,9.0,72.0,500.0,67.0,23.9,0.0
2015-08-15 01:00:00,52.0,10.0,91.0,600.0,8.0,24.1,0.0
2015-08-15 02:00:00,51.0,10.0,103.0,600.0,2.0,23.1,0.0
2015-08-15 03:00:00,41.0,7.0,80.0,700.0,17.0,23.4,0.0
2015-08-15 04:00:00,42.0,7.0,81.0,700.0,9.5,23.1,0.0
2015-08-15 05:00:00,42.0,7.0,95.0,700.0,2.0,23.2,0.0
2015-08-15 06:00:00,34.0,6.0,45.0,900.0,36.0,23.0,0.0
2015-08-15 07:00:00,33.0,5.0,53.0,1500.0,36.0,24.0,0.0
2015-08-15 08:00:00,37.0,8.0,50.0,600.0,45.0,25.7,0.0
2015-08-15 09:00:00,32.0,14.0,52.0,700.0,47.0,28.2,0.0
2015-08-15 10:00:00,25.0,11.0,42.0,600.0,67.0,29.3,0.0
2015-08-15 11:00:00,14.0,6.0,32.0,600.0,86.0,30.9,0.0
2015-08-15 12:00:00,8.0,3.0,21.0,500.0,113.0,31.9,0.0
2015-08-15 13:00:00,7.0,3.0,12.0,400.0,131.0,32.7,0.0
2015-08-15 14:00:00,8.0,3.0,16.0,400.0,127.0,33.2,0.0
2015-08-15 15:00:00,4.0,3.0,19.0,300.0,122.0,33.8,0.0
2015-08-15 16:00:00,10.0,4.0,19.0,300.0,133.0,34.1,0.0
2015-08-15 17:00:00,8.0,4.0,19.0,400.0,144.0,34.0,0.0
2015-08-15 18:00:00,15.0,4.0,27.0,400.0,148.0,33.1,0.0
2015-08-15 19:00:00,13.0,3.0,45.0,500.0,129.0,31.4,0.0
2015-08-15 20:00:00,19.0,4.0,56.0,500.0,129.0,31.3,0.0
2015-08-15 21:00:00,22.0,5.0,54.0,600.0,131.0,29.6,0.0
2015-08-15 22:00:00,23.0,6.0,62.0,700.0,129.0,29.0,0.0
2015-08-15 23:00:00,20.0,6.0,45.0,600.0,127.0,29.0,0.0
2015-08-16 00:00:00,23.0,7.0,61.0,700.0,99.0,27.3,0.0
2015-08-16 01:00:00,25.0,6.0,88.0,700.0,50.0,25.4,0.0
2015-08-16 02:00:00,26.0,6.0,105.0,600.0,8.0,24.0,0.0
2015-08-16 03:00:00,31.0,6.0,104.0,700.0,2.0,23.0,0.0
2015-08-16 04:00:00,35.0,8.0,103.0,800.0,2.0,22.4,0.0
2015-08-16 05:00:00,26.0,6.0,80.0,500.0,9.0,21.7,0.0
2015-08-16 06:00:00,22.0,5.0,66.0,500.0,16.0,21.2,0.0
2015-08-16 07:00:00,20.0,5.0,79.0,1100.0,16.0,23.8,0.0
2015-08-16 08:00:00,26.0,6.0,82.0,1100.0,29.0,24.9,0.0
2015-08-16 09:00:00,19.0,5.0,43.0,1000.0,81.0,26.4,0.0
2015-08-16 10:00:00,18.0,5.0,36.0,600.0,120.0,28.4,0.0
2015-08-16 11:00:00,23.0,6.0,35.0,600.0,158.0,30.2,0.0
2015-08-16 12:00:00,25.0,7.0,33.0,600.0,205.0,31.5,0.0
2015-08-16 13:00:00,24.0,7.0,31.0,600.0,245.0,33.1,0.0
2015-08-16 14:00:00,31.0,7.0,31.0,700.0,292.0,34.4,0.0
2015-08-16 15:00:00,40.0,9.0,33.0,700.0,318.0,35.2,0.0
